Date,PX_LAST,PX_VOLUME
10/17/2018,42.2501,21967908
10/18/2018,41.7097,21345724
10/19/2018,42.1837,18562548
10/22/2018,42.0605,17103310
10/23/2018,41.8045,21890987
10/24/2018,40.2689,35035292
10/25/2018,41.1504,36623024
10/26/2018,40.3826,28743182
10/29/2018,40.9798,30215917
10/30/2018,40.6575,33609272
10/31/2018,40.8187,26748787
11/1/2018,41.3969,23034261
11/2/2018,40.6954,22982040
11/5/2018,41.2547,20520313
11/6/2018,40.7713,21057074
11/7/2018,42.0889,34910149
11/8/2018,41.5675,24380017
11/9/2018,41.9752,24708399
11/12/2018,41.814,20734237
11/13/2018,41.2547,19126232
11/14/2018,40.6765,26943898
11/15/2018,40.9609,24607466
11/16/2018,41.2452,23343969
11/19/2018,41.8804,22458796
11/20/2018,41.2642,21791753
11/21/2018,40.8566,18658355
11/23/2018,40.8945,8390899
11/26/2018,41.0841,19115673
11/27/2018,41.7761,18753278
11/28/2018,42.5629,18873503
11/29/2018,43.1411,24729884
11/30/2018,43.8237,42746243
12/3/2018,43.5962,25397211
12/4/2018,42.7904,27233298
12/6/2018,42.6387,30539392
12/7/2018,41.6339,26531218
12/10/2018,42.0889,24846171
12/11/2018,41.7192,22680157
12/12/2018,41.8614,19147119
12/13/2018,42.2501,22404113
12/14/2018,41.5201,31333031
12/17/2018,40.8661,36672032
12/18/2018,40.193,29531122
12/19/2018,39.7854,35045483
12/20/2018,39.7664,32727427
12/21/2018,39.7475,58755356
12/24/2018,38.4393,18764895
12/26/2018,39.994,24133940
12/27/2018,40.6196,27414303
12/28/2018,40.7239,24175496
12/31/2018,41.378,19481951
1/2/2019,40.9988,25076212
1/3/2019,39.8518,27043208
1/4/2019,40.7618,25754634
1/7/2019,40.9798,19919838
1/8/2019,41.1694,18669087
1/9/2019,41.0841,19077393
1/10/2019,40.1077,37695611
1/11/2019,40.648,19985293
1/14/2019,40.1646,16703162
1/15/2019,40.5058,24540172
1/16/2019,39.9181,28623739
1/17/2019,40.2594,22938626
1/18/2019,40.3163,36639882
1/22/2019,40.0698,27935618
1/23/2019,39.9655,23209663
1/24/2019,38.8185,32631942
1/25/2019,38.5246,34029811
1/28/2019,37.4724,37314660
1/29/2019,38.6479,48744552
1/30/2019,39.4157,34220034
1/31/2019,40.2404,38830562
2/1/2019,40.648,25844214
2/4/2019,40.2309,18431233
2/5/2019,39.9181,20045245
2/6/2019,40.1267,15607570
2/7/2019,39.5295,23005696
2/8/2019,40.0319,26091645
2/11/2019,39.5105,25713635
2/12/2019,39.6906,28975461
2/13/2019,39.5295,23488812
2/14/2019,39.7854,18847247
2/15/2019,40.193,18186859
2/19/2019,40.3826,23181303
2/20/2019,40.0034,25953408
2/21/2019,39.9466,18607063
2/22/2019,40.7239,23510009
2/25/2019,40.8376,23979889
2/26/2019,40.7807,15701050
2/27/2019,40.6954,15631014
2/28/2019,41.0936,37004223
3/1/2019,41.1031,25301489
3/4/2019,40.8281,21637448
3/5/2019,40.6575,25170612
3/6/2019,39.6811,21262526
3/7/2019,39.2356,27557956
3/8/2019,38.7616,29702195
3/11/2019,39.3399,27667468
3/12/2019,39.5579,22932195
3/13/2019,39.8233,22500347
3/14/2019,39.046,30473983
3/15/2019,39.6053,70938023
3/18/2019,39.6337,18021218
3/19/2019,40.0982,25050546
3/20/2019,39.975,22295088
3/21/2019,40.1456,23019526
3/22/2019,39.6716,18614890
3/25/2019,39.7096,18808072
3/26/2019,40.212,19781073
3/27/2019,39.8328,18458296
3/28/2019,40.0887,16048895
3/29/2019,40.2594,20571118
4/1/2019,40.6101,19302651
4/2/2019,40.6765,17670906
4/3/2019,40.6101,15370795
4/4/2019,40.5153,12325356
4/5/2019,40.7523,14761894
4/8/2019,40.8945,14620975
4/9/2019,40.6101,17860595
4/10/2019,40.5058,12526176
4/11/2019,40.0698,19179152
4/12/2019,39.5389,20245333
4/15/2019,39.8992,17421965
4/16/2019,38.7901,26097727
4/17/2019,37.8042,40239196
4/18/2019,37.3302,47988381
4/22/2019,36.951,29429714
4/23/2019,37.3681,25305608
4/24/2019,37.3207,20110959
4/25/2019,37.5482,17201238
4/26/2019,37.8895,19025763
4/29/2019,37.5293,22038880
4/30/2019,38.4962,32600041
5/1/2019,38.6479,19642677
5/2/2019,38.8754,19422375
5/3/2019,39.2356,17708528
5/6/2019,39.4821,24643086
5/7/2019,38.7047,26189630
5/8/2019,38.8185,22592124
5/9/2019,38.5246,18721469
5/10/2019,38.6005,16500823
5/13/2019,38.4583,26575851
5/14/2019,38.5436,25401053
5/15/2019,39.0081,31803418
5/16/2019,39.4726,24201579
5/17/2019,39.3114,27692390
5/20/2019,39.4252,23009069
5/21/2019,39.501,27310300
5/22/2019,39.8044,23979958
5/23/2019,39.738,24189995
5/24/2019,39.7664,14595227
5/28/2019,39.719,46907903
5/29/2019,39.5484,25517868
5/30/2019,39.719,16455664
5/31/2019,39.3588,21479471
6/3/2019,39.738,21483017
6/4/2019,40.0319,17508282
6/5/2019,40.2689,20321549
6/6/2019,40.4869,23239278
6/7/2019,40.686,18997933
6/10/2019,40.8281,14493063
6/11/2019,40.449,17849362
6/12/2019,40.8376,15462133
6/13/2019,40.2878,13723002
6/14/2019,40.5343,12521887
6/17/2019,40.648,13372836
6/18/2019,40.8281,21663638
6/19/2019,41.2358,20639147
6/20/2019,41.3306,22296624
6/21/2019,41.3969,36187091
6/24/2019,41.4822,23362711
6/25/2019,41.4822,26972684
6/26/2019,40.7523,38908279
6/27/2019,41.1694,20868067
6/28/2019,41.0651,37690857
7/1/2019,41.4917,20261720
7/2/2019,41.9183,15694439
7/3/2019,42.0889,9770042
7/5/2019,41.6339,17357985
7/8/2019,41.0462,22728000
7/9/2019,41.1125,13494603
7/10/2019,41.7666,14514760
7/11/2019,40.7428,36416967
7/12/2019,40.193,31860489
7/15/2019,40.5248,19320588
7/16/2019,40.6196,18551648
7/17/2019,40.5153,15504260
7/18/2019,40.8187,13025669
7/19/2019,40.5438,22345912
7/22/2019,40.5912,11909043
7/23/2019,40.8471,18583350
7/24/2019,40.6575,17189555
7/25/2019,40.449,16617532
7/26/2019,40.8471,19983201
7/29/2019,39.2925,61251565
7/30/2019,36.7709,90834604
7/31/2019,36.8183,53424454
8/1/2019,36.259,48979979
8/2/2019,36.022,27659958
8/5/2019,35.0362,43671852
8/6/2019,35.0267,30347061
8/7/2019,34.676,30376864
8/8/2019,34.9509,22159757
8/9/2019,34.4579,24090753
8/12/2019,33.5479,39304025
8/13/2019,33.3678,43252419
8/14/2019,32.4578,36654089
8/15/2019,32.6853,29140094
8/16/2019,32.8464,28474674
8/19/2019,33.3488,20870280
8/20/2019,32.8085,18911765
8/21/2019,33.055,18226251
8/22/2019,33.254,16066548
8/23/2019,32.5526,26344200
8/26/2019,33.0265,16575364
8/27/2019,32.5526,23450022
8/28/2019,33.254,24719580
8/29/2019,33.491,18608615
8/30/2019,33.6996,17907306
9/3/2019,34.2399,25260981
9/4/2019,33.965,19609207
9/5/2019,34.4485,20965748
9/6/2019,34.6001,19804036
9/9/2019,34.9129,23411395
9/10/2019,35.4343,30598397
9/11/2019,35.4628,16094094
9/12/2019,35.3395,15837117
9/13/2019,34.9888,22864873
9/16/2019,34.9129,18858707
9/17/2019,34.6001,21245862
9/18/2019,34.4864,18700048
9/19/2019,34.6096,16879321
9/20/2019,34.7802,43916806
9/23/2019,34.3537,16436348
9/24/2019,34.1356,22995225
9/25/2019,34.0314,19297115
9/26/2019,33.9176,16196048
9/27/2019,34.3347,16682904
9/30/2019,34.0598,16339376
10/1/2019,33.5858,20926777
10/2/2019,32.8938,21354495
10/3/2019,33.6048,21141346
10/4/2019,34.0598,17168058
10/7/2019,33.965,11169115
10/8/2019,33.5858,14043173
10/9/2019,33.8323,12954607
10/10/2019,33.9271,11720794
10/11/2019,34.2304,17523655
10/14/2019,34.4105,8417230
10/15/2019,34.6001,14419744
10/16/2019,34.4485,13722064
10/17/2019,34.5622,14561579
10/18/2019,34.5622,13491206
10/21/2019,34.5622,12584652
10/22/2019,34.5338,13811980
10/23/2019,34.8561,13301356
10/24/2019,34.4958,19023140
10/25/2019,34.8561,16601235
10/28/2019,35.3395,24478530
10/29/2019,36.2211,30561662
10/30/2019,36.4771,20891284
10/31/2019,36.3728,23282647
11/1/2019,36.3917,18276265
11/4/2019,36.0505,16802447
11/5/2019,35.5291,20577304
11/6/2019,35.6523,17796685
11/7/2019,34.9888,21562924
11/8/2019,35.1215,25263680
11/11/2019,35.0077,11901530
11/12/2019,35.0457,12655832
11/13/2019,34.6949,24656692
11/14/2019,34.6475,23902490
11/15/2019,35.3395,34515591
11/18/2019,35.2826,17168329
11/19/2019,35.6997,25119176
11/20/2019,35.1215,18925725
11/21/2019,35.7756,19869702
11/22/2019,36.3349,24235311
11/25/2019,36.6667,29975885
11/26/2019,36.297,32848095
11/27/2019,36.6193,18217970
11/29/2019,36.515,9292076
12/2/2019,36.297,14847393
12/3/2019,36.0694,19840010
12/4/2019,36.1548,13759216
12/5/2019,36.0505,12427323
12/6/2019,36.297,12213372
12/9/2019,36.3254,14971279
12/10/2019,36.4771,18189079
12/11/2019,36.2306,14771736
12/12/2019,36.5339,12727846
12/13/2019,36.3349,15824101
12/16/2019,37.1027,22961941
12/17/2019,36.8752,27551725
12/18/2019,36.8657,25940186
12/19/2019,36.9416,22294742
12/20/2019,37.188,55218402
12/23/2019,37.2733,16560687
12/24/2019,37.2449,4921941
12/26/2019,37.3302,8905914
12/27/2019,37.2733,9599858
12/30/2019,36.8847,10963330
12/31/2019,37.1406,14398894
1/2/2020,37.1027,15668508
1/3/2020,36.9036,14160525
1/6/2020,36.8562,14964445
1/7/2020,36.733,19106673
1/8/2020,37.0269,15563492
1/9/2020,36.8657,20846670
1/10/2020,37.4345,20453122
1/13/2020,37.3587,14603987
1/14/2020,37.9843,19848824
1/15/2020,38.5531,22700038
1/16/2020,38.4962,15385561
1/17/2020,38.4014,21901267
1/21/2020,38.2402,21931425
1/22/2020,38.0981,17171029
1/23/2020,38.591,25757788
1/24/2020,37.7473,32394393
1/27/2020,38.0696,30326362
1/28/2020,36.1548,66605677
1/29/2020,35.6239,32428430
1/30/2020,35.1405,30660865
1/31/2020,35.3016,32157496
2/3/2020,35.5576,19806426
2/4/2020,35.7282,29554945
2/5/2020,36.1832,27935394
2/6/2020,36.2685,19969440
2/7/2020,36.0694,20781404
2/10/2020,35.8419,18973817
2/11/2020,36.1074,15206157
2/12/2020,35.7756,21768829
2/13/2020,35.0077,20967453
2/14/2020,34.6096,19930518
2/18/2020,34.4295,17076732
2/19/2020,34.3442,16841537
2/20/2020,33.984,40752452
2/21/2020,33.8607,30763978
2/24/2020,32.8654,36023998
2/25/2020,32.1639,39733261
2/26/2020,32.9128,45468733
2/27/2020,32.325,52604246
2/28/2020,31.6804,62686926
3/2/2020,33.0644,39880883
3/3/2020,32.5146,43808820
3/4/2020,34.5053,36728840
3/5/2020,33.6143,33298157
3/6/2020,33.1972,38834135
3/9/2020,32.0027,40971383
3/10/2020,32.7895,38470901
3/11/2020,30.4955,62040667
3/12/2020,28.4574,59517498
3/13/2020,31.0074,57450721
3/16/2020,28.6091,48382415
3/17/2020,30.486,51442678
3/18/2020,30.6756,41636580
3/19/2020,28.8366,56756052
3/20/2020,27.5,49799762
3/23/2020,27.0071,50145209
3/24/2020,28.1541,42188606
3/25/2020,28.2015,42316195
3/26/2020,30.0974,41062990
3/27/2020,29.2916,36328620
3/30/2020,30.9695,28409427
3/31/2020,30.941,27959542
4/1/2020,30.0974,25341170
4/2/2020,31.1591,25794016
4/3/2020,31.889,31154953
4/6/2020,32.7706,38428056
4/7/2020,31.8606,22985142
4/8/2020,32.799,24216276
4/9/2020,33.5479,29141342
4/13/2020,33.3109,17334099
4/14/2020,34.5432,20726118
4/15/2020,34.0977,20220325
4/16/2020,34.0124,19599069
4/17/2020,34.9888,23154488
4/20/2020,34.202,21376250
4/21/2020,33.7659,22746948
4/22/2020,34.3631,19151903
4/23/2020,34.7802,19151219
4/24/2020,35.4343,16470036
4/27/2020,36.3349,22195482
4/28/2020,35.9367,33839412
4/29/2020,36.1358,25159860
4/30/2020,36.3633,27942069
5/1/2020,35.6808,21517923
5/4/2020,35.6618,18874290
5/5/2020,36.5055,22887973
5/6/2020,36.5055,22815411
5/7/2020,35.0362,31827424
5/8/2020,35.2826,18881725
5/11/2020,36.1168,24307817
5/12/2020,35.4154,18344693
5/13/2020,35.1215,23336671
5/14/2020,35.9462,21216779
5/15/2020,35.7945,24155585
5/18/2020,36.0884,21479177
5/19/2020,35.7187,18478352
5/20/2020,35.6713,16607435
5/21/2020,35.3206,16747793
5/22/2020,35.5481,14972724
5/26/2020,35.5386,22068379
5/27/2020,35.4628,24576965
5/28/2020,36.1927,21371034
5/29/2020,36.2022,46146287
6/1/2020,33.6143,73005888
6/2/2020,34.2778,40503656
6/3/2020,34.2778,36766624
6/4/2020,34.1356,25629391
6/5/2020,34.1167,34825149
6/8/2020,34.6854,28647209
6/9/2020,34.3252,20564604
6/10/2020,34.0503,28042861
6/11/2020,31.5667,59930390
6/12/2020,31.9933,35960616
6/15/2020,31.6236,34390398
6/16/2020,31.6615,52767542
6/17/2020,31.8132,26100377
6/18/2020,31.5098,30625130
6/19/2020,31.6804,41677037
6/22/2020,31.3866,22137128
6/23/2020,31.0643,35759420
6/24/2020,30.5145,29238789
6/25/2020,30.6377,26013893
6/26/2020,30.3723,39994343
6/29/2020,30.941,22728941
6/30/2020,30.9979,24147738
7/1/2020,31.9838,69737244
7/2/2020,32.7137,42951533
7/6/2020,32.7137,25759949
7/7/2020,32.2587,23859570
7/8/2020,31.9933,23013834
7/9/2020,31.7184,19320445
7/10/2020,32.0691,23205943
7/13/2020,33.3773,53670893
7/14/2020,33.3962,31170910
7/15/2020,33.8607,24947343
7/16/2020,33.747,17478027
7/17/2020,34.3631,22169382
7/20/2020,34.6001,34929465
7/21/2020,34.7802,22435437
7/22/2020,36.5529,86058379
7/23/2020,36.4107,56584040
7/24/2020,35.6997,32135188
7/27/2020,35.586,26224224
7/28/2020,36.989,53504653
7/29/2020,37.2165,35136308
7/30/2020,36.7235,30620341
7/31/2020,36.4771,27042691
8/3/2020,36.3538,29446336
8/4/2020,36.3917,27939806
8/5/2020,36.4486,23344231
8/6/2020,36.278,19850154
8/7/2020,36.4486,21913899
8/10/2020,36.3917,18941735
8/11/2020,35.823,20234243
8/12/2020,36.3349,18942911
8/13/2020,36.1832,14554052
8/14/2020,36.0789,12240278
8/17/2020,36.3538,16597946
8/18/2020,36.3633,10290720
8/19/2020,36.2685,14886179
8/20/2020,36.7046,20832543
8/21/2020,36.8562,24162380
8/24/2020,36.8183,23730486
8/25/2020,36.4107,24877806
8/26/2020,36.0694,22849789
8/27/2020,35.8893,21021429
8/28/2020,35.9367,31148500
8/31/2020,35.823,28493795
9/1/2020,34.9603,34308752
9/2/2020,35.2637,27579439
9/3/2020,34.5053,34114583
9/4/2020,34.4674,25495483
9/8/2020,34.0598,25366951
9/9/2020,34.2968,26082113
9/10/2020,33.7944,20541458
9/11/2020,34.1925,22874071
9/14/2020,35.0836,28050836
9/15/2020,35.0362,20876431
9/16/2020,34.8655,21105953
9/17/2020,34.9035,16977605
9/18/2020,34.7234,30070827
9/21/2020,34.1451,25245657
9/22/2020,34.3631,21562861
9/23/2020,34.1261,21918884
9/24/2020,33.8986,19791158
9/25/2020,34.1735,13629626
9/28/2020,34.4958,14273515
9/29/2020,34.2873,12837608
9/30/2020,34.7897,21469909
10/1/2020,34.4769,21366561
10/2/2020,34.4864,20362165
10/5/2020,34.8371,18406105
10/6/2020,34.2873,23940632
10/7/2020,34.5717,21024705
10/8/2020,34.9698,16942533
10/9/2020,34.875,22454877
10/12/2020,34.9035,18419235
10/13/2020,34.9793,20439462
10/14/2020,34.9414,20991127
10/15/2020,34.6475,15272507
10/16/2020,35.9746,40790772
10/19/2020,35.8325,30295368
10/20/2020,35.5386,21238009
10/21/2020,35.1499,18012247
10/22/2020,35.4817,18257717
10/23/2020,36.1927,28992325
10/26/2020,35.9462,32052303
10/27/2020,35.4817,34963528
10/28/2020,33.6048,32122867
10/29/2020,33.4436,26134103
10/30/2020,33.6332,24334779
11/2/2020,34.3442,20332670
11/3/2020,34.3063,20528078
11/4/2020,35.3869,38776606
11/5/2020,34.4958,32188804
11/6/2020,34.5053,22647720
11/9/2020,37.1596,218362348
11/10/2020,36.6667,75988336
11/11/2020,36.496,55959195
11/12/2020,35.5955,44422022
11/13/2020,36.6098,38254927
11/16/2020,35.3869,71660458
11/17/2020,36.04,46984500
11/18/2020,36.32,63442680
11/19/2020,36.19,43261829
11/20/2020,36.7,60633847
11/23/2020,36.52,43673118
11/24/2020,36.6,42485263
11/25/2020,36.53,26955795
11/27/2020,37.23,25276957
11/30/2020,38.31,65425877
12/1/2020,39.41,72660817
12/2/2020,40.8,84347479
12/3/2020,40.09,68570055
12/4/2020,40.34,35368133
12/7/2020,41.25,48253744
12/8/2020,42.56,87039307
12/9/2020,41.85,86118487
12/10/2020,41.73,57749197
12/11/2020,41.12,60737026
12/14/2020,39.21,94809746
12/15/2020,38.71,66003269
12/16/2020,37.84,56515268
12/17/2020,38.03,52036392
12/18/2020,37.68,60259175
12/21/2020,37.38,40891838
12/22/2020,36.74,34103903
12/23/2020,37.44,36181989
12/24/2020,37.27,14790136
12/28/2020,36.82,26993685
12/29/2020,37.05,23152070
12/30/2020,36.74,24889848
12/31/2020,36.81,30796516
1/4/2021,36.81,33565683
1/5/2021,37.19,29909381
1/6/2021,36.87,34962509
1/7/2021,37.06,27809480
1/8/2021,37.13,33462370
1/11/2021,37.77,47326586
1/12/2021,37.18,47831077
1/13/2021,36.86,31027868
1/14/2021,36.75,30271992
1/15/2021,36.7,34287816
1/19/2021,36.73,33451275
1/20/2021,36.5,35400057
1/21/2021,36.48,33864105
1/22/2021,36.55,26271163
1/25/2021,37.28,31728455
1/26/2021,37.31,27718696
1/27/2021,36.24,50561180
1/28/2021,35.86,39466710
1/29/2021,35.9,60251859
2/1/2021,35.8,40395805
2/2/2021,34.99,84062442
2/3/2021,34.84,38524232
2/4/2021,34.89,34284903
2/5/2021,34.92,31749594
2/8/2021,34.82,31633900
2/9/2021,34.97,30170176
2/10/2021,34.74,29039856
2/11/2021,34.43,30885165
2/12/2021,34.72,25578646
2/16/2021,34.69,28730342
2/17/2021,34.89,26501081
2/18/2021,34.56,24052519
2/19/2021,34.44,28145263
2/22/2021,34.26,34322488
2/23/2021,33.91,37624172
2/24/2021,33.75,30686122
2/25/2021,33.82,37506087
2/26/2021,33.49,41462750
3/1/2021,33.69,30407772
3/2/2021,33.51,27670392
3/3/2021,34.39,46020164
3/4/2021,34.2,45449559
3/5/2021,34.39,30589931
3/8/2021,34.35,24352299
3/9/2021,34.45,25167096
3/10/2021,34.93,33501784
3/11/2021,34.71,24557862
3/12/2021,34.94,16342437
3/15/2021,35.41,21926053
3/16/2021,35.83,25022393
3/17/2021,35.79,42540082
3/18/2021,35.77,24729765
3/19/2021,35.53,48348878
3/22/2021,36,25427459
3/23/2021,35.36,27970481
3/24/2021,35.61,22883391
3/25/2021,35.67,24875303
3/26/2021,36.25,27944458
3/29/2021,36.62,27004772
3/30/2021,36.11,26303298
3/31/2021,36.23,26582694
4/1/2021,36.3,21319855
4/5/2021,36.28,22096894
4/6/2021,36.05,20722933
4/7/2021,35.91,21933833
4/8/2021,35.96,18129440
4/9/2021,36.6,31686712
4/12/2021,36.97,29944902
4/13/2021,37.16,33967419
4/14/2021,37.17,23842891
4/15/2021,37.6,24945789
4/16/2021,38.57,52829481
4/19/2021,38.93,30905057
4/20/2021,39.03,26459374
4/21/2021,39.53,29364991
4/22/2021,38.64,33373609
4/23/2021,38.66,24389820
4/26/2021,38.68,19773363
4/27/2021,38.45,19061457
4/28/2021,38.81,21963322
4/29/2021,38.6,23569405
4/30/2021,38.65,28413183
5/3/2021,39.83,46638581
5/4/2021,39.95,52802169
5/5/2021,39.97,76626289
5/6/2021,39.19,54944943
5/7/2021,39.58,33807757
5/10/2021,39.86,30831871
5/11/2021,39.35,30568572
5/12/2021,39.69,26208608
5/13/2021,40.1,25423778
5/14/2021,40.02,18041053
